,Q_bar_Orig,H_bar_Orig,P_ger_Orig,P_Cigelka,P_Regetovka,P_bar,day_of_year,hour_of_day
2005-07-07 08:00:00,3.048,154.0,0.0,0.0,0.0,,188,8
2005-07-07 09:00:00,2.811,153.0,0.0,0.0,0.0,,188,9
2005-07-07 10:00:00,3.048,154.0,0.0,0.0,0.0,,188,10
2005-07-07 11:00:00,3.048,154.0,0.0,0.0,0.0,,188,11
2005-07-07 12:00:00,2.811,153.0,0.0,0.0,0.0,,188,12
2005-07-07 13:00:00,2.811,153.0,0.0,0.0,0.0,,188,13
2005-07-07 14:00:00,2.811,153.0,0.0,0.0,0.0,,188,14
2005-07-07 15:00:00,2.811,153.0,0.0,0.0,0.0,,188,15
2005-07-07 16:00:00,2.811,153.0,0.0,0.0,0.0,,188,16
2005-07-07 17:00:00,2.811,153.0,0.0,0.0,0.0,,188,17
2005-07-07 18:00:00,2.574,152.0,0.0,0.0,0.0,,188,18
2005-07-07 19:00:00,2.574,152.0,0.0,0.0,0.0,,188,19
2005-07-07 20:00:00,2.574,152.0,0.0,0.0,0.0,,188,20
2005-07-07 21:00:00,2.574,152.0,0.0,0.0,0.0,,188,21
2005-07-07 22:00:00,2.574,152.0,0.0,0.0,0.0,,188,22
2005-07-07 23:00:00,2.337,151.0,0.0,0.0,0.0,,188,23
2005-07-08 00:00:00,2.337,151.0,0.0,0.0,0.0,,189,0
2005-07-08 01:00:00,2.337,151.0,0.0,0.0,0.0,,189,1
2005-07-08 02:00:00,2.337,151.0,0.0,0.0,0.0,,189,2
2005-07-08 03:00:00,2.337,151.0,0.0,0.0,0.0,,189,3
2005-07-08 04:00:00,2.337,151.0,0.0,0.0,0.0,,189,4
2005-07-08 05:00:00,2.337,151.0,0.0,0.0,0.0,,189,5
2005-07-08 06:00:00,2.337,151.0,0.0,0.0,0.0,,189,6
2005-07-08 07:00:00,2.337,151.0,0.0,0.0,0.0,,189,7
2005-07-08 08:00:00,2.337,151.0,0.0,0.0,0.0,,189,8
2005-07-08 09:00:00,2.337,151.0,0.0,0.0,0.0,,189,9
2005-07-08 10:00:00,2.337,151.0,0.0,0.0,0.0,,189,10
2005-07-08 11:00:00,2.337,151.0,0.0,0.0,0.0,,189,11
2005-07-08 12:00:00,2.337,151.0,0.0,0.0,0.0,,189,12
2005-07-08 13:00:00,2.337,151.0,0.0,0.0,0.0,,189,13
2005-07-08 14:00:00,2.337,151.0,0.0,0.0,0.0,,189,14
2005-07-08 15:00:00,2.1,150.0,0.0,0.0,0.0,,189,15
2005-07-08 16:00:00,2.1,150.0,0.0,0.0,0.0,,189,16
2005-07-08 17:00:00,2.1,150.0,0.0,0.0,0.0,,189,17
2005-07-08 18:00:00,2.1,150.0,0.0,0.0,0.0,,189,18
2005-07-08 19:00:00,2.1,150.0,0.0,0.0,0.0,,189,19
2005-07-08 20:00:00,2.1,150.0,0.0,0.0,0.0,,189,20
2005-07-08 21:00:00,2.1,150.0,0.0,0.0,0.004,,189,21
2005-07-08 22:00:00,1.939,149.0,0.0,0.0,0.003,,189,22
2005-07-08 23:00:00,1.939,149.0,0.0,0.0,0.002,,189,23
2005-07-09 00:00:00,1.939,149.0,0.0,0.0,0.0,,190,0
2005-07-09 01:00:00,2.1,150.0,0.0,0.0,0.0,,190,1
2005-07-09 02:00:00,2.1,150.0,0.0,0.0,0.002,,190,2
2005-07-09 03:00:00,2.1,150.0,0.0,0.0,0.012,,190,3
2005-07-09 04:00:00,2.1,150.0,0.0,0.0,0.006,,190,4
2005-07-09 05:00:00,2.1,150.0,0.0,0.0,0.002,,190,5
2005-07-09 06:00:00,2.1,150.0,0.0,0.0,0.0,,190,6
2005-07-09 07:00:00,2.1,150.0,0.0,0.0,0.136,,190,7
2005-07-09 08:00:00,2.1,150.0,0.0,0.0,0.016,,190,8
2005-07-09 09:00:00,2.1,150.0,0.0,0.586,0.244,,190,9
2005-07-09 10:00:00,2.1,150.0,0.266,0.33,0.042,,190,10
2005-07-09 11:00:00,2.1,150.0,0.0,0.048,0.042,,190,11
2005-07-09 12:00:00,2.1,150.0,0.036,0.141,0.1,,190,12
2005-07-09 13:00:00,2.1,150.0,0.011,0.0,0.0,,190,13
2005-07-09 14:00:00,2.1,150.0,0.0,0.0,0.0,,190,14
2005-07-09 15:00:00,2.1,150.0,0.0,0.0,0.0,,190,15
2005-07-09 16:00:00,2.1,150.0,0.0,0.0,0.0,,190,16
2005-07-11 08:00:00,4.233,159.0,0.0,0.013,0.0,,192,8
2005-07-11 09:00:00,4.233,159.0,0.0,0.0,0.0,,192,9
2005-07-11 10:00:00,4.233,159.0,0.0,0.0,0.0,,192,10
2005-07-11 11:00:00,4.233,159.0,0.005,0.0,0.0,,192,11
2005-07-11 12:00:00,4.233,159.0,0.094,0.0,0.0,,192,12
2005-07-11 13:00:00,3.996,158.0,0.078,0.0,0.0,,192,13
2005-07-11 14:00:00,3.996,158.0,0.0,0.0,0.0,,192,14
2005-07-11 15:00:00,3.996,158.0,0.0,0.0,0.0,,192,15
2005-07-11 16:00:00,3.996,158.0,0.0,0.0,0.0,,192,16
2005-07-11 17:00:00,3.759,157.0,0.0,0.0,0.0,,192,17
2005-07-11 18:00:00,3.996,158.0,0.0,0.0,0.0,,192,18
2005-07-11 19:00:00,3.996,158.0,0.0,0.0,0.008,,192,19
2005-07-11 20:00:00,4.47,160.0,0.0,0.0,0.0,,192,20
2005-07-11 21:00:00,4.233,159.0,0.0,0.0,0.0,,192,21
2005-07-11 22:00:00,4.233,159.0,0.0,0.0,0.0,,192,22
2005-07-11 23:00:00,3.996,158.0,0.0,0.0,0.009,,192,23
2005-07-12 00:00:00,3.996,158.0,0.0,0.0,0.007,,193,0
2005-07-12 01:00:00,3.759,157.0,0.0,0.0,0.01,,193,1
2005-07-12 02:00:00,3.759,157.0,0.0,0.0,0.006,,193,2
2005-07-12 03:00:00,3.759,157.0,0.0,0.0,0.002,,193,3
2005-07-12 04:00:00,3.759,157.0,0.0,0.0,0.0,,193,4
2005-07-12 05:00:00,3.759,157.0,0.0,0.0,0.0,,193,5
2005-07-12 06:00:00,3.759,157.0,0.0,0.0,0.0,,193,6
2005-07-12 07:00:00,3.522,156.0,0.0,0.0,0.0,,193,7
2005-07-12 08:00:00,3.522,156.0,0.0,0.0,0.0,,193,8
2005-07-12 09:00:00,3.522,156.0,0.0,0.0,0.0,,193,9
2005-07-12 10:00:00,3.522,156.0,0.0,0.0,0.0,,193,10
2005-07-12 11:00:00,3.522,156.0,0.0,0.0,0.0,,193,11
2005-07-12 12:00:00,3.522,156.0,0.0,0.0,0.0,,193,12
2005-07-12 13:00:00,3.522,156.0,0.0,0.0,0.0,,193,13
2005-07-12 14:00:00,3.522,156.0,0.0,0.0,0.0,,193,14
2005-07-12 15:00:00,3.285,155.0,0.0,0.0,0.006,,193,15
2005-07-12 16:00:00,3.285,155.0,0.0,0.0,0.0,,193,16
2005-07-12 17:00:00,3.285,155.0,0.0,0.0,0.0,,193,17
2005-07-12 18:00:00,3.048,154.0,0.0,0.0,0.0,,193,18
2005-07-12 19:00:00,3.048,154.0,0.0,0.0,0.0,,193,19
2005-07-12 20:00:00,3.048,154.0,0.0,0.0,0.0,,193,20
2005-07-12 21:00:00,3.048,154.0,0.0,0.0,0.001,,193,21
2005-07-12 22:00:00,3.048,154.0,0.0,0.0,0.0,,193,22
2005-07-12 23:00:00,3.048,154.0,0.0,0.0,0.002,,193,23
2005-07-13 00:00:00,3.048,154.0,0.0,0.0,0.001,,194,0
2005-07-13 01:00:00,3.048,154.0,0.0,0.0,0.0,,194,1
2005-07-13 02:00:00,3.048,154.0,0.0,0.0,0.0,,194,2
2005-07-13 03:00:00,3.048,154.0,0.0,0.0,0.0,,194,3
2005-07-13 04:00:00,3.048,154.0,0.0,0.0,0.004,,194,4
2005-07-13 05:00:00,3.048,154.0,0.0,0.0,0.0,,194,5
2005-07-13 06:00:00,3.048,154.0,0.0,0.0,0.003,,194,6
2005-07-13 07:00:00,2.811,153.0,0.0,0.0,0.0,,194,7
2005-07-13 08:00:00,2.811,153.0,0.0,0.0,0.001,,194,8
2005-07-13 09:00:00,2.811,153.0,0.0,0.0,0.0,,194,9
2005-07-13 10:00:00,2.811,153.0,0.0,0.002,0.0,,194,10
2005-07-13 11:00:00,2.811,153.0,0.0,0.0,0.0,,194,11
2005-07-13 12:00:00,2.811,153.0,0.0,0.0,0.0,,194,12
2005-07-13 13:00:00,2.811,153.0,0.0,0.0,0.0,,194,13
2005-07-13 14:00:00,2.811,153.0,0.0,0.0,0.0,,194,14
2005-07-13 15:00:00,2.811,153.0,0.798,0.782,0.61,,194,15
2005-07-13 16:00:00,3.048,154.0,0.057,0.0,0.0,,194,16
2005-07-13 17:00:00,2.811,153.0,0.218,0.0,0.0,,194,17
2005-07-13 18:00:00,2.811,153.0,0.0,0.0,0.0,,194,18
2005-07-13 19:00:00,2.811,153.0,0.0,0.0,0.0,,194,19
2005-07-13 20:00:00,2.574,152.0,0.0,0.0,0.0,,194,20
2005-07-13 21:00:00,2.574,152.0,0.0,0.0,0.0,,194,21
2005-07-13 22:00:00,2.574,152.0,0.0,0.0,0.0,,194,22
2005-07-13 23:00:00,2.811,153.0,0.0,0.0,0.0,,194,23
2005-07-14 00:00:00,2.811,153.0,0.0,0.0,0.0,,195,0
2005-07-14 01:00:00,2.811,153.0,0.0,0.0,0.001,,195,1
2005-07-14 02:00:00,2.811,153.0,0.0,0.0,0.0,,195,2
2005-07-14 03:00:00,2.811,153.0,0.0,0.0,0.0,,195,3
2005-07-14 04:00:00,2.574,152.0,0.0,0.0,0.0,,195,4
2005-07-14 05:00:00,2.574,152.0,0.0,0.0,0.0,,195,5
2005-07-14 06:00:00,2.574,152.0,0.0,0.0,0.0,,195,6
2005-07-14 07:00:00,2.574,152.0,0.089,0.0,0.006,,195,7
2005-07-14 08:00:00,2.574,152.0,0.059,0.0,0.001,,195,8
2005-07-14 09:00:00,2.574,152.0,0.0,0.0,0.0,,195,9
2005-07-14 10:00:00,2.574,152.0,0.0,0.0,0.0,,195,10
2005-07-14 11:00:00,2.574,152.0,0.0,0.0,0.0,,195,11
2005-07-14 12:00:00,2.574,152.0,0.0,0.0,0.0,,195,12
2005-07-14 13:00:00,2.574,152.0,0.0,0.0,0.0,,195,13
2005-07-14 14:00:00,2.1,150.0,0.0,0.115,0.273,,195,14
2005-07-14 15:00:00,2.574,152.0,0.0,0.789,0.02,,195,15
2005-07-14 16:00:00,2.337,151.0,0.21,0.228,0.186,,195,16
2005-07-14 17:00:00,2.337,151.0,0.01,0.119,0.0,,195,17
2005-07-14 18:00:00,2.337,151.0,0.0,0.0,0.0,,195,18
2005-07-14 19:00:00,2.574,152.0,0.0,0.0,0.0,,195,19
2005-07-14 20:00:00,2.337,151.0,0.0,0.0,0.0,,195,20
2005-07-14 21:00:00,2.574,152.0,0.0,0.0,0.0,,195,21
2005-07-14 22:00:00,2.574,152.0,0.0,0.0,0.0,,195,22
2005-07-14 23:00:00,2.574,152.0,0.0,0.0,0.003,,195,23
2005-07-15 00:00:00,2.574,152.0,0.0,0.0,0.0,,196,0
2005-07-15 01:00:00,2.574,152.0,0.0,0.0,0.0,,196,1
2005-07-15 02:00:00,2.574,152.0,0.0,0.0,0.0,,196,2
2005-07-15 03:00:00,2.574,152.0,0.0,0.0,0.0,,196,3
2005-07-15 04:00:00,2.337,151.0,0.0,0.0,0.0,,196,4
2005-07-15 05:00:00,2.337,151.0,0.0,0.0,0.0,,196,5
2005-07-15 06:00:00,2.574,152.0,0.0,0.0,0.0,,196,6
2005-07-15 07:00:00,2.574,152.0,0.0,0.0,0.002,,196,7
2005-07-15 08:00:00,2.574,152.0,0.0,0.0,0.0,,196,8
2005-07-15 09:00:00,2.574,152.0,0.0,0.0,0.0,,196,9
2005-07-15 10:00:00,2.574,152.0,0.0,0.0,0.0,,196,10
2005-07-15 11:00:00,2.574,152.0,0.0,0.0,0.0,,196,11
2005-07-15 12:00:00,2.337,151.0,0.0,0.0,0.0,,196,12
2005-07-15 13:00:00,2.574,152.0,0.0,0.0,0.0,,196,13
2005-07-15 14:00:00,2.574,152.0,0.0,0.0,0.0,,196,14
2005-07-15 15:00:00,2.337,151.0,0.0,0.0,0.0,,196,15
2005-07-15 16:00:00,2.337,151.0,0.0,0.0,0.0,,196,16
2005-07-15 17:00:00,2.337,151.0,0.0,0.0,0.0,,196,17
2005-07-15 18:00:00,2.337,151.0,0.0,0.0,0.0,,196,18
2005-07-15 19:00:00,2.337,151.0,0.0,0.0,0.0,,196,19
2005-07-15 20:00:00,2.1,150.0,0.0,0.0,0.0,,196,20
2005-07-15 21:00:00,2.1,150.0,0.0,0.0,0.0,,196,21
2005-07-15 22:00:00,2.337,151.0,0.0,0.0,0.0,,196,22
2005-07-15 23:00:00,2.1,150.0,0.0,0.0,0.0,,196,23
2005-07-16 00:00:00,2.1,150.0,0.0,0.0,0.0,,197,0
2005-07-16 01:00:00,2.1,150.0,0.0,0.0,0.0,,197,1
2005-07-16 02:00:00,2.1,150.0,0.0,0.0,0.0,,197,2
2005-07-16 03:00:00,2.1,150.0,0.0,0.0,0.0,,197,3
2005-07-16 04:00:00,2.337,151.0,0.0,0.0,0.0,,197,4
2005-07-16 05:00:00,2.337,151.0,0.0,0.0,0.0,,197,5
2005-07-16 06:00:00,2.337,151.0,0.0,0.0,0.0,,197,6
2005-07-16 07:00:00,2.337,151.0,0.0,0.0,0.0,,197,7
2005-07-16 08:00:00,2.337,151.0,0.0,0.0,0.0,,197,8
2005-07-16 09:00:00,2.337,151.0,0.0,0.0,0.0,,197,9
2005-07-16 10:00:00,2.1,150.0,0.0,0.0,0.0,,197,10
2005-07-16 11:00:00,2.337,151.0,0.0,0.0,0.0,,197,11
2005-07-16 12:00:00,2.337,151.0,1.83,0.0,0.0,,197,12
2005-07-16 13:00:00,2.337,151.0,10.025,40.09,17.004,,197,13
2005-07-16 14:00:00,3.759,157.0,0.0,0.143,1.093,,197,14
2005-07-16 15:00:00,2.811,153.0,0.0,0.0,0.0,,197,15
2005-07-16 16:00:00,3.285,155.0,0.162,0.49,0.034,,197,16
2005-07-16 17:00:00,3.759,157.0,0.0,0.0,0.008,,197,17
2005-07-16 18:00:00,10.13,176.0,0.0,0.0,0.0,,197,18
2005-07-16 19:00:00,7.62,170.0,0.0,0.0,0.0,,197,19
2005-07-16 20:00:00,6.675,167.0,0.0,0.0,0.0,,197,20
2005-07-16 21:00:00,6.045,165.0,0.0,0.0,0.0,,197,21
2005-07-16 22:00:00,5.73,164.0,0.0,0.0,0.0,,197,22
2005-07-16 23:00:00,5.415,163.0,0.0,0.0,0.0,,197,23
2005-07-17 00:00:00,4.785,161.0,0.0,0.0,0.0,,198,0
2005-07-17 01:00:00,4.233,159.0,0.0,0.0,0.0,,198,1
2005-07-17 02:00:00,4.233,159.0,0.0,0.0,0.0,,198,2
2005-07-17 03:00:00,3.996,158.0,0.0,0.0,0.0,,198,3
2005-07-17 04:00:00,3.759,157.0,0.0,0.0,0.0,,198,4
2005-07-17 05:00:00,3.759,157.0,0.0,0.0,0.043,,198,5
2005-07-17 06:00:00,3.522,156.0,0.0,0.0,0.0,,198,6
2005-07-17 07:00:00,3.522,156.0,0.0,0.0,0.0,,198,7
2005-07-17 08:00:00,3.522,156.0,0.0,0.0,0.0,,198,8
2005-07-17 09:00:00,3.285,155.0,0.0,0.0,0.0,,198,9
2005-07-17 10:00:00,3.285,155.0,2.624,0.017,0.0,,198,10
2005-07-17 11:00:00,3.285,155.0,0.312,2.785,1.436,,198,11
2005-07-17 12:00:00,3.285,155.0,0.023,0.0,0.0,,198,12
2005-07-17 13:00:00,3.285,155.0,0.0,0.0,0.0,,198,13
2005-07-17 14:00:00,3.522,156.0,0.0,1.411,0.468,,198,14
2005-07-17 15:00:00,3.759,157.0,0.0,0.002,0.0,,198,15
2005-07-17 16:00:00,3.522,156.0,0.0,0.0,0.0,,198,16
2005-07-17 17:00:00,3.522,156.0,0.0,0.0,0.0,,198,17
2005-07-17 18:00:00,3.522,156.0,0.0,0.0,0.0,,198,18
2005-07-17 19:00:00,3.522,156.0,0.0,0.0,0.0,,198,19
2005-07-17 20:00:00,3.522,156.0,0.0,0.0,0.0,,198,20
2005-07-17 21:00:00,3.285,155.0,0.0,0.0,0.0,,198,21
2005-07-17 22:00:00,3.285,155.0,0.0,0.0,0.0,,198,22
2005-07-17 23:00:00,3.285,155.0,0.0,0.0,0.0,,198,23
2005-07-18 00:00:00,3.048,154.0,0.0,0.0,0.0,,199,0
2005-07-18 01:00:00,3.048,154.0,0.0,0.0,0.0,,199,1
2005-07-18 02:00:00,3.048,154.0,0.0,0.0,0.0,,199,2
2005-07-18 03:00:00,3.048,154.0,0.0,0.0,0.0,,199,3
2005-07-18 04:00:00,2.811,153.0,0.0,0.0,0.0,,199,4
2005-07-18 05:00:00,2.811,153.0,0.0,0.0,0.0,,199,5
2005-07-18 06:00:00,2.811,153.0,0.0,0.0,0.0,,199,6
2005-07-18 07:00:00,2.811,153.0,0.0,0.0,0.0,,199,7
2005-07-18 08:00:00,2.811,153.0,0.0,0.0,0.0,,199,8
2005-07-18 09:00:00,2.811,153.0,0.0,0.0,0.0,,199,9
2005-07-18 10:00:00,2.811,153.0,0.0,0.0,0.0,,199,10
2005-07-18 11:00:00,2.811,153.0,0.0,0.0,0.0,,199,11
2005-07-18 12:00:00,2.811,153.0,0.0,0.0,0.0,,199,12
2005-07-18 13:00:00,2.574,152.0,0.0,0.0,0.0,,199,13
2005-07-18 14:00:00,2.574,152.0,0.0,0.0,0.0,,199,14
2005-07-18 15:00:00,2.574,152.0,0.0,0.0,0.0,,199,15
2005-07-18 16:00:00,2.574,152.0,0.0,0.0,0.0,,199,16
2005-07-18 17:00:00,2.574,152.0,0.0,0.0,0.0,,199,17
2005-07-18 18:00:00,2.574,152.0,0.0,0.0,0.0,,199,18
2005-07-18 19:00:00,2.574,152.0,0.0,0.0,0.0,,199,19
2005-07-18 20:00:00,2.574,152.0,0.0,0.0,0.0,,199,20
2005-07-18 21:00:00,2.574,152.0,0.0,0.0,0.0,,199,21
2005-07-18 22:00:00,2.337,151.0,0.0,0.0,0.0,,199,22
2005-07-18 23:00:00,2.337,151.0,0.0,0.0,0.0,,199,23
2005-07-19 00:00:00,2.337,151.0,0.0,0.0,0.0,,200,0
2005-07-19 01:00:00,2.337,151.0,0.0,0.0,0.004,,200,1
2005-07-19 02:00:00,2.337,151.0,0.0,0.0,0.0,,200,2
2005-07-19 03:00:00,2.337,151.0,0.053,0.011,0.0,,200,3
2005-07-19 04:00:00,2.337,151.0,4.058,2.939,1.598,,200,4
2005-07-19 05:00:00,2.337,151.0,0.007,0.274,1.712,,200,5
2005-07-19 06:00:00,2.337,151.0,0.0,0.0,0.0,,200,6
2005-07-19 07:00:00,2.337,151.0,0.0,0.0,0.0,,200,7
2005-07-19 08:00:00,2.574,152.0,0.048,1.154,0.37,,200,8
2005-07-19 09:00:00,2.574,152.0,0.0,0.002,0.019,,200,9
2005-07-19 10:00:00,2.574,152.0,0.0,0.0,0.0,,200,10
2005-07-19 11:00:00,2.574,152.0,0.0,2.128,27.732,,200,11
2005-07-19 12:00:00,2.811,153.0,0.0,0.0,0.015,,200,12
2005-07-19 13:00:00,3.285,155.0,0.0,0.01,0.031,,200,13
2005-07-19 14:00:00,3.759,157.0,0.226,0.107,0.0,,200,14
2005-07-19 15:00:00,5.1,162.0,0.754,1.173,1.511,,200,15
2005-07-19 16:00:00,6.36,166.0,0.489,1.929,0.017,,200,16
2005-07-19 17:00:00,5.415,163.0,1.65,1.672,1.523,,200,17
2005-07-19 18:00:00,5.415,163.0,1.265,0.532,2.623,,200,18
2005-07-19 19:00:00,5.1,162.0,0.495,0.022,0.109,,200,19
2005-07-19 20:00:00,5.1,162.0,0.0,0.0,0.0,,200,20
2005-07-19 21:00:00,5.1,162.0,0.0,0.002,0.008,,200,21
2005-07-19 22:00:00,5.415,163.0,0.0,0.0,0.003,,200,22
2005-07-19 23:00:00,5.1,162.0,0.373,0.038,0.005,,200,23
2005-07-20 00:00:00,5.1,162.0,0.003,0.064,0.032,,201,0
2005-07-20 01:00:00,5.1,162.0,0.0,0.019,0.101,,201,1
2005-07-20 02:00:00,5.1,162.0,0.0,0.031,0.071,,201,2
2005-07-20 03:00:00,5.1,162.0,0.0,0.0,0.011,,201,3
2005-07-20 04:00:00,4.785,161.0,0.0,0.0,0.014,,201,4
2005-07-20 05:00:00,4.785,161.0,0.0,0.0,0.053,,201,5
2005-07-20 06:00:00,4.47,160.0,0.0,0.0,0.031,,201,6
2005-07-20 07:00:00,4.47,160.0,0.0,0.006,0.05,,201,7
2005-07-20 08:00:00,4.233,159.0,0.0,0.008,0.034,,201,8
2005-07-20 09:00:00,4.233,159.0,0.0,0.0,0.073,,201,9
2005-07-20 10:00:00,4.233,159.0,0.0,0.004,0.0,,201,10
2005-07-20 11:00:00,4.233,159.0,0.0,0.0,0.0,,201,11
2005-07-20 12:00:00,3.996,158.0,0.0,0.0,0.0,,201,12
2005-07-20 13:00:00,3.996,158.0,0.0,0.0,0.002,,201,13
2005-07-20 14:00:00,3.759,157.0,0.0,0.0,0.0,,201,14
2005-07-20 15:00:00,3.759,157.0,0.0,0.0,0.0,,201,15
2005-07-20 16:00:00,3.759,157.0,0.0,0.0,0.0,,201,16
2005-07-20 17:00:00,3.522,156.0,0.0,0.0,0.0,,201,17
2005-07-20 18:00:00,3.522,156.0,0.0,0.0,0.0,,201,18
2005-07-20 19:00:00,3.522,156.0,0.0,0.0,0.0,,201,19
2005-07-20 20:00:00,3.285,155.0,0.0,0.0,0.0,,201,20
2005-07-20 21:00:00,3.285,155.0,0.0,0.0,0.0,,201,21
2005-07-20 22:00:00,3.285,155.0,0.0,0.0,0.0,,201,22
2005-07-20 23:00:00,3.285,155.0,0.0,0.0,0.0,,201,23
2005-07-21 00:00:00,3.285,155.0,0.0,0.0,0.0,,202,0
2005-07-21 01:00:00,3.285,155.0,0.0,0.0,0.0,,202,1
2005-07-21 02:00:00,3.285,155.0,0.0,0.0,0.0,,202,2
2005-07-21 03:00:00,3.285,155.0,0.0,0.0,0.0,,202,3
2005-07-21 04:00:00,3.285,155.0,0.0,0.0,0.0,,202,4
2005-07-21 05:00:00,3.048,154.0,0.0,0.0,0.0,,202,5
2005-07-21 06:00:00,3.048,154.0,0.0,0.0,0.0,,202,6
2005-07-21 07:00:00,3.048,154.0,0.0,0.0,0.0,,202,7
2005-07-21 08:00:00,3.048,154.0,0.0,0.0,0.0,,202,8
2005-07-21 09:00:00,3.048,154.0,0.0,0.0,0.002,,202,9
2005-07-21 10:00:00,3.048,154.0,0.0,0.0,0.012,,202,10
2005-07-21 11:00:00,3.048,154.0,0.0,0.0,0.0,,202,11
2005-07-21 12:00:00,3.048,154.0,0.0,0.0,0.0,,202,12
2005-07-21 13:00:00,3.048,154.0,0.0,0.0,0.0,,202,13
2005-07-21 14:00:00,3.048,154.0,0.0,0.0,0.0,,202,14
2005-07-21 15:00:00,2.811,153.0,0.0,0.0,0.0,,202,15
2005-07-21 16:00:00,2.811,153.0,0.0,0.0,0.0,,202,16
2005-07-21 17:00:00,2.811,153.0,0.0,0.0,0.0,,202,17
2005-07-21 18:00:00,2.811,153.0,0.0,0.0,0.0,,202,18
2005-07-21 19:00:00,2.811,153.0,0.0,0.0,0.0,,202,19
2005-07-21 20:00:00,2.811,153.0,0.0,0.0,0.0,,202,20
2005-07-21 22:00:00,2.574,152.0,0.0,0.0,0.0,,202,22
2005-07-21 23:00:00,2.574,152.0,0.0,0.0,0.0,,202,23
2005-07-22 00:00:00,2.574,152.0,0.0,0.0,0.0,,203,0
2005-07-22 01:00:00,2.574,152.0,0.0,0.0,0.0,,203,1
2005-07-22 02:00:00,2.574,152.0,0.0,0.0,0.0,,203,2
2005-07-22 03:00:00,2.574,152.0,0.0,0.0,0.0,,203,3
2005-07-22 04:00:00,2.574,152.0,0.0,0.0,0.0,,203,4
2005-07-22 05:00:00,2.574,152.0,0.0,0.0,0.0,,203,5
2005-07-22 06:00:00,2.574,152.0,0.0,0.007,0.0,,203,6
2005-07-22 07:00:00,2.574,152.0,0.0,0.0,0.0,,203,7
2005-07-22 08:00:00,2.574,152.0,0.0,0.0,0.0,,203,8
2005-07-22 09:00:00,2.574,152.0,0.0,0.0,0.0,,203,9
2005-07-22 10:00:00,2.574,152.0,0.0,0.0,0.0,,203,10
2005-07-22 11:00:00,2.574,152.0,0.0,0.0,0.0,,203,11
2005-07-22 12:00:00,2.574,152.0,0.0,0.0,0.0,,203,12
2005-07-22 13:00:00,2.574,152.0,0.0,0.0,0.0,,203,13
2005-07-22 14:00:00,2.574,152.0,0.0,0.042,0.009,,203,14
2005-07-22 15:00:00,2.574,152.0,0.0,0.0,0.0,,203,15
2005-07-22 16:00:00,2.337,151.0,0.076,0.0,0.0,,203,16
2005-07-22 17:00:00,2.574,152.0,0.0,0.0,0.0,,203,17
2005-07-22 18:00:00,2.337,151.0,0.0,0.0,0.0,,203,18
2005-07-22 19:00:00,2.337,151.0,0.0,0.0,0.0,,203,19
2005-07-22 20:00:00,2.337,151.0,0.0,0.0,0.0,,203,20
2005-07-22 21:00:00,2.337,151.0,0.0,0.0,0.0,,203,21
2005-07-22 22:00:00,2.337,151.0,0.0,0.0,0.0,,203,22
2005-07-22 23:00:00,2.337,151.0,0.0,0.0,0.0,,203,23
2005-07-23 00:00:00,2.337,151.0,0.0,0.0,0.0,,204,0
2005-07-23 01:00:00,2.337,151.0,0.0,0.0,0.0,,204,1
2005-07-23 02:00:00,2.337,151.0,0.0,0.0,0.0,,204,2
2005-07-23 03:00:00,2.337,151.0,0.0,0.0,0.0,,204,3
2005-07-23 04:00:00,2.337,151.0,0.0,0.0,0.0,,204,4
2005-07-23 05:00:00,2.337,151.0,0.0,0.0,0.0,,204,5
2005-07-23 06:00:00,2.337,151.0,0.0,0.0,0.0,,204,6
2005-07-23 07:00:00,2.337,151.0,0.0,0.0,0.0,,204,7
2005-07-23 08:00:00,2.337,151.0,0.0,0.0,0.0,,204,8
2005-07-23 09:00:00,2.337,151.0,0.0,0.0,0.0,,204,9
2005-07-23 10:00:00,2.337,151.0,0.0,0.0,0.0,,204,10
2005-07-23 11:00:00,2.337,151.0,0.001,0.0,0.0,,204,11
2005-07-23 12:00:00,2.337,151.0,0.0,0.0,0.0,,204,12
2005-07-23 13:00:00,2.337,151.0,0.0,0.0,0.0,,204,13
2005-07-23 14:00:00,2.337,151.0,0.0,0.0,0.0,,204,14
2005-07-23 15:00:00,2.1,150.0,0.0,0.001,0.0,,204,15
2005-07-23 16:00:00,2.1,150.0,0.0,0.021,0.003,,204,16
2005-07-23 17:00:00,2.1,150.0,0.0,0.0,0.005,,204,17
2005-07-23 18:00:00,2.1,150.0,0.0,0.0,0.0,,204,18
2005-07-23 19:00:00,2.1,150.0,0.0,0.0,0.0,,204,19
2005-07-23 20:00:00,2.1,150.0,0.0,0.0,0.0,,204,20
2005-07-23 21:00:00,2.1,150.0,0.0,0.0,0.0,,204,21
2005-07-23 22:00:00,2.1,150.0,0.0,0.0,0.0,,204,22
2005-07-23 23:00:00,2.1,150.0,0.0,0.0,0.002,,204,23
2005-07-24 00:00:00,2.1,150.0,0.0,0.0,0.0,,205,0
2005-07-24 01:00:00,2.1,150.0,0.0,0.0,0.0,,205,1
2005-07-24 02:00:00,2.1,150.0,0.0,0.0,0.0,,205,2
2005-07-24 03:00:00,2.1,150.0,0.0,0.0,0.0,,205,3
2005-07-24 04:00:00,2.1,150.0,0.0,0.0,0.0,,205,4
2005-07-24 05:00:00,2.1,150.0,0.0,0.0,0.0,,205,5
